id,institucion_id,domicilio_id,tipo_inmueble_id,correo1,correo2,correo3,clave_centro_trabajo,telefono1,telefono2,telefono3,pagina_web,redes_sociales,especificaciones,dimensiones,created_at,updated_at,deleted_at
147,107,293,2,mtro_lalo@hotmail.com,informacion@ateneometropolitano.edu.mx,serviciosescolares.amg@gmail.com,14PSU0210U,3338267001,3333425215,3317196961,http://www.ateneometropolitano.com/, FACEBOOK: https://www.facebook.com/AMGateneo ,NULL,975,2020/12/08 12:32,2021/11/24 15:07,2021/11/24 15:07
148,108,300,4,patricia.vazquez@colegiofines.com,caste.alberto@hotmail.com,NULL,14PPR0609Q,378 7010396,378 7080088,NULL,NULL,NULL,NULL,NULL,2020/12/09 14:00,1900/01/01 00:00,2020/12/11 12:49
149,90,301,2,abitia@feciar.org,controlescolar@feciar.org,administracion@feciar.org,14PSU0392T,3315275018,3311266372,NULL,https://www.feciar.org/ ,https://www.feciar.org/ ,En la esquina de Joaquín Angulo; puerta de color negro.,200,2020/12/10 12:19,2021/08/10 10:40,
150,108,302,4,patricia.vazquez@colegiofines.com,caste.alberto@hotmail.com,NULL,NULL,378 7010396,378 7080088,NULL,NULL,NULL,NULL,NULL,2020/12/11 12:48,2020/12/15 20:45,
151,109,304,4,fernando.buendia.luna@gmail.com,NULL,NULL,NULL,5549448988,NULL,NULL,NULL,NULL,NULL,NULL,2020/12/14 12:36,1900/01/01 00:00,
152,111,312,2,controlescolarrectoria@grupogorey.com.mx,auxcontrolescolar@grupogorey.com.mx,NULL,14PSU0384K,33-36-16-85-25,33-36-16-85-30,33-36-30-13-61,http://univerarandas.com/ ,NULL,El plantel cuenta con planta baja; primer y segundo piso. ,2600,2021/03/25 10:27,2021/05/13 15:18,
153,112,314,2,presidencia.manuel@formacioninternacional.edu.mx,controlescolar@formacioninternacional.edu.mx,direccion.academica@formacioninternaciona.edu.mx,14PSU0413P,33 3335 7773,33-23-43-16-36,33-23-43-16-61,https://formacioninternacional.edu.mx/, Facebook instituto de formación internacional ,Es un plantel de dos plantas ubicado en la municipalidad de Tlaquepaque jalisco con una fachada azul con letras rojas aludiendo a universidad virtual formación internacional ,0,2021/04/14 13:27,2023/08/23 19:20,
154,98,319,4,controlescolar@jaltepec.edu.mx,NULL,NULL,14PUT0002C,3324160337,3333684222,3329294161,jaltepec.edu.mx, Facebook: Centro Educativo Jaltepec; Instragram: centroeducativojaltepec ,NULL,NULL,2021/04/21 18:55,2023/09/14 17:39,2023/01/30 16:09
155,110,324,4,marisela@ceomexico.com,fabiola@ceomexico.com,alejandroWolyo@gmail.com,14PSU0226V,33-23-17-83-08,33-36-47-02-60,33-21-18-15-11,https://ceomexico.com/ ,https://www.facebook.com/iceoccidente ,Plaza del Ángel,NULL,2021/04/27 11:10,2023/01/23 08:48,
156,113,328,2,colegioparalaexpansion@gmail.com,NULL,NULL,14PSU0410S,3329992142,NULL,NULL,https://ceih.mx/ ,NULL ,"Existen dos rutas para accesar al plantel; una es a través de la Avenida Avila Camacho; tomando la calle de Mar Egeo y pasando dos cuadras doblar a la derecha para llegar a Mar Amarillo. 
La segunda ruta es a través de Avenida Circunvalación Jorge Álvarez del Castillo pasando Avenida Avila Camacho y doblando a la derecha en Mar Mara y en la primer calle Mar Amarillo doblar a la izquierda.
Cancel negro; fachada de piedra.",NULL,2021/05/24 15:47,2021/06/02 14:01,
157,114,331,1,prefectura_estudios@hotmail.com,controlescolar.ieeseg@gmail.com,prefestudios@gmail.com,14PSU0381N, 33 3647 9250,NULL,NULL,http://www.semguad.org.mx/ ,Seminario Diocesano de Guadalajara,NULL,28850,2021/05/27 15:13,2021/06/15 14:05,
158,115,333,4,hola@innovatiosi.com,famezcua.innovatiosi@gmail.com,dianalaurachaides@hotmail.com,NULL,33-23-84-91-64,NULL,NULL,NULL, facebook: @Innovatiosimx ,NULL,NULL,2021/05/31 14:48,1900/01/01 00:00,
159,117,334,2,zajik@unapi.edu.mx,gpastesnes@unapi.edu.mx,gpastenes@hotmail.com,NULL,33-92-27-39-59,33-10-00-44-37,33-31-57-85-18,https://unapi.edu.mx/conoce-unapi/, https://www.facebook.com/unapiac/; https://www.linkedin.com/company/unapi/about/,Plantel de una sola planta; adaptdo; cancel blanco,260,2021/06/03 13:22,2022/07/13 17:33,
160,116,336,2,direccion@cedesec.edu.mx,NULL,NULL,14MSU0325Y,33-20-14-77-95,3315288798,NULL,https://cedesec.edu.mx/, Facebook: @cedesecedu; Instagram: @cedesecedu; Linkedin: CEDESEC,NULL,NULL,2021/06/07 13:25,2023/07/31 08:53,
161,118,698,2,marlenne.ruvalcaba@icami.mx,diane.bernardo@icami.mx,NULL,14PSU0218M,33-38-18-66-00,NULL,NULL,https://icami.mx/, Facebook: ICAMINacional; Twitter: @DesdeICAMI; Instagram: icaminacional,Es un edificio de siete pisos; nos ubicamos en piso 6 y 7; ubicado en el mismo lugar que COPARMEX; Starbucks; al cruce con Av. Chapultepec.,2355,2021/06/11 11:18,2023/03/24 15:33,
162,13,359,2,amartinez@ucienega.edu.mx,lgalindo@ucienega.edu.mx,NULL,14PSU0262Z,3336135050,3336135051,NULL,https://www.ucienega.edu.mx ,NULL ,Entre Calle Fernando Vargas y Calle Vicente Flores,460.8,2021/06/17 12:56,2022/09/02 10:02,
163,119,362,2,direccion@inaesa.edu.mx,pr.nancy.medina@inaesa.edu.mx,vinculacion@inaesa.edu.mx,NULL,3330445161,3330445169,3323190294,http://www.inaesa.edu.mx/ ,https://www.facebook.com/InaesaGdl ,Edificio en color gris de tres plantas; en frente del hotel Perla Central,NULL,2021/06/29 12:36,2023/09/09 15:53,
164,120,612,3,alejandro.gonzalez@uniat.edu.mx,NULL,NULL,14PSU0156Q,33-31-22-74-58,NULL,NULL,https://www.uniat.edu.mx/, Fb: https://www.facebook.com/uniat.edu; Instagram: https://www.instagram.com/uniat_edu/; Twitter: https://twitter.com/uniatedu,NULL,2300,2021/07/01 09:45,2022/10/20 10:54,
165,122,366,1,subdireccion@unijal.edu.mx,NULL,NULL,14PSU0393S,386-744-2223,NULL,NULL,https://unijal.edu.mx/, Facebook: Unijal Centro Universitario Jalisco,NULL,NULL,2021/07/06 12:32,2023/08/10 13:33,
166,125,446,2,escuela@homeopataspuros.edu.mx,escuelahomeopataspuros@gmail.com,hompuros@gmail.com,14PSU0057Q,33-38-70-02-68,33-38-70-02-66,NULL,http://homeopataspuros.com.mx/, Facebook: Escuela Homeopatas Puros / Licenciatura en Homeopatía; Instagram: homeopataspuros; Twittwer: @HomeopatasPuros,"Por Av. Niños Heroes; rodear la glorieta segunda salida en la calle Francia; pasar tres cuadras dar vuelta a la derecha en calle Bruselas y dar vuelta en España; a 100 mts se encuentra el # 1948.

Por Mariano Otero; dar vuelta en Av. Chapultepec a la izquierda; llegar a la glorieta Niños Heroes; dar vuelta en la primer calle Francia; pasar tres cuadras y dar vuelta  a la derecha Bruselas y vuelta a la derecha en Av. España a 100 mts se encuentra el # 1948.

La fachada de la escuela es de color blanco con portón eléctrico de color negro; tiene letras de Aluminio con el nombre Escuela Homeópatas Puros
",NULL,2021/07/07 11:09,2021/10/09 13:51,
167,125,369,1,escuela@homeopataspuros.edu.mx,escuelahomeopataspuros@gmail.com,hompuros@gmail.com,14PSU0057Q,33-38-70-02-68,33-38-70-02-66,NULL,http://homeopataspuros.com.mx, Facebook: Escuela Homeopatas Puros / Licenciatura en Homeopatía; Instagram: homeopataspuros; Twitteer: @Homeopatas Puros,NULL,785,2021/07/07 11:14,2021/10/04 16:25,
168,126,377,2,administracion@institutobateson.edu.mx,diana.mendoza@institutobateson.edu.mx,NULL,14PSU0124Y,33-31-33-37-06,33 37 13 54 55,NULL,http://www.institutobateson.edu.mx/, Facebook: Instituto Bateson de Psicoterapia Sistémica,NULL,320,2021/07/07 12:15,2022/02/05 10:46,
169,120,682,2,alejandro.gonzalez@uniat.edu.mx,alejandroggdeq@gmail.com,Kristian.picazo@gmail.com,14PSU0156Q,33-31-22-74-58,NULL,NULL,https://www.uniat.edu.mx/, Fb: https://www.facebook.com/uniat.edu; Instagram: https://www.instagram.com/uniat_edu/; Twitter: https://twitter.com/uniatedu ,NULL,2115.07,2021/07/08 10:25,2023/07/20 15:45,
170,121,378,1,cres_estipac@hotmail.com,cres_estipac@hotmail.com,controlescolar@cresestipac.edu.mx,14PSU0366V,377-774-0285,3777740257,3777741010,https://cresestipac.edu.mx/, https://www.facebook.com/AlumnosCRESEEstipac; https://www.facebook.com/search/top?q=cres%20estipac ,NULL,30400,2021/07/12 12:36,2023/05/24 14:49,
171,64,382,4,cecilia.romo.escolar@gmail.com,curricula_academica@hotmail.com,informeslicenciaturaenartes@gmail.com,14OSU0004M,31620033,36681641,NULL,https://sc.jalisco.gob.mx/,Facebook: Escuela de Artes ,NULL,NULL,2021/07/16 12:42,1900/01/01 00:00,2021/07/16 12:42
172,130,383,2,controlescolar@homeopatashahnemann.mx,hahnemannh@yahoo.com.mx,NULL,14PSU0112T,33-11-42-42-71,3338257917,NULL,https://homeopatashahnemann.mx/, facebook: HomeopatasHahnemann; Instagram: homeopatashahnemann,NULL,300,2021/07/19 10:46,2023/09/11 15:07,
173,120,385,3,alejandro.gonzalez@uniat.edu.mx,NULL,NULL,14PSU0156Q,33-31-22-74-58,NULL,NULL,https://www.uniat.edu.mx/," Fb: https://www.facebook.com/uniat.edu; Instagram: https://www.instagram.com/uniat_edu/; Twitter: https://twitter.com/uniatedu""",NULL,2300,2021/07/19 13:45,2021/07/19 15:22,2021/07/21 14:02
174,2,386,2,rectoria@unedl.edu.mx,ces324@unedl.edu.mx,NULL,14PSU0190X,3338273000,3338273000,3338273000,https://www.unedl.edu.mx/portal/, TWITTER: @UnedlU; FACEBOOK CUENTA INSTITUCIONAL: UNEDL Universidad; INSTAGRAM: https://www.instagram.com/unedl.universidad/; YOUTUBE: https://www.youtube.com/channel/UCb1gn6tWP-s19car8cfYwwA,"Av. Vallarta 1151
Colonia Americana
",3417,2021/07/21 10:51,2022/01/10 14:42,
175,131,387,4,isch.rvoesicyt.2021@gmail.com,NULL,NULL,NULL,3314877676,NULL,NULL,NULL, FACEBOOK; Instituto Superior de Ciencias Homeopáticas; INSTAGRAM;  Instituto Superior de Ciencias Homeopáticas,NULL,NULL,2021/07/22 18:15,2021/07/22 18:24,
176,133,397,2,coordinaciontzapopan@gmail.com,institutotzapopan@gmail.com,NULL,14PSU0264Y,33 3364 0975 ,NULL,NULL,www.http://tzapopan.com, Instituto Tzapopan ,NULL,525,2021/07/26 12:06,2021/11/19 12:57,
177,134,392,2,umetropolitanademexico@gmail.com,murjess89@gmail.com,lavelazquez28@gmail.com,NULL,3314944808,3330754188,4521371685,NULL,NULL,NULL,54,2021/07/28 21:18,2023/09/04 10:36,
178,135,393,4,QuetzalEdu.sicyt@gmail.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021/07/29 10:43,2021/07/29 10:46,
179,136,394,2,alejandro.aquino.rod@gmail.com,marco.saucedo.sep@gmail.com,NULL,IEPCP,3321065466,3334799893,3311391015,http://www.juiciosoralesjalisco.com/, Facebook: https://www.facebook.com/IECPjusticiaoral,"Fachada blanca; a un lado del restaurante de cortes ""Casa Caborca""",NULL,2021/07/29 14:50,2021/09/22 14:38,
180,136,395,4,alejandro.aquino.rod@gmail.com,marco.saucedo.sep@gmail.com,NULL,IECPC,3321065466,3334799893,3311391015,http://www.juiciosoralesjalisco.com/, Facebook: https://www.facebook.com/IECPjusticiaoral,NULL,NULL,2021/07/29 14:50,2021/07/30 19:39,
181,137,396,3,hola@plai.mx,nadia.mireles@plai.mx,paulina.lamas@plai.mx,NULL,3312534700,NULL,NULL,https://plai.mx/, Facebook: https://www.facebook.com/plai.mx/; Grupo en FB Comunidad PLAi: https://www.facebook.com/groups/689548835194438; Twitter: @plai_mx; Youtube: https://www.youtube.com/channel/UCbHgLVhad9wr4tkdqxRn40Q; Instagram: PLAi.mx (@plai.mx); Linkedin: https,Las instalaciones de la Plataforma Abierta de Innovación se encuentran en la Torre C (color amarillo y gris) del complejo de Ciudad Creativa Digital. Esta se ubica en la esquina de las calles Independencia y Dr. Baeza Alzaga; vía donde se encuentra la entrada principal. Es de muy fácil acceso desde la Plaza de la Liberación; Catedral; la Plaza de Armas y el Teatro Degollado; todos puntos de referencia del primer cuadro de la ciudad. Cuenta con estacionamiento propio al que se puede acceder desde la calle Independencia. La recepción se encuentra en la planta baja y el resto de las instalaciones en los pisos 2; 3 y 4. ,6157.62,2021/07/29 15:30,2022/03/11 17:17,
182,132,399,1,iss@salesianosmeg.org;,teología.iss@gmail.com,teologia_its@yahoo.com.mx,14PSU0272G,33-36-57-45-55,NULL,NULL,https://www.issalesiano.edu.mx/, https://es-la.facebook.com/pg/ISSalesiano/events/?ref=page_internal; www.facebook.com/Instituto-Superior-Salesiano; http://institutosalesiano-tlaquepaque.blogspot.com/,Dos accesos; uno por la calle Tonalá # 344 y otro por el Andador Don Bosco #25.,2434,2021/08/03 10:12,2022/12/19 11:01,2021/10/08 17:47
183,139,730,2,cepo.academico@cepoeducacion.com,cepo.academico@gmail.com,cepo.controlescolar@gmail.com,14PSU0196R,33-36-16-50-01,33-36-16-50-02,3323600373,https://cepoeducacion.com/, Página Web: https://cepoeducacion.com/; Fb: CEPO Posgrados Odontologicos,Nos encontramos entre las calles Rubén Darío y López Mateos; a dos cuadras de Av. México.,940,2021/08/04 11:07,2023/09/12 14:08,
184,140,405,4,maria.mendoza@ija.gob.mx,mariaguadalupemendoza@gmail.com,mgmendoza@outlook.com,NULL,3613800000,3333017370,3322252151,http://www.ija.gob.mx, Página oficial: www.ija.gob.mx; Fan Page de Facebook: Instituto de Justicia Alternativa del Estado de Jalisco; Twitter: IJA_Jalisco,NULL,NULL,2021/08/12 11:56,1900/01/01 00:00,
185,128,408,2,alejandro.roche@itedmexico.com,alxrush@hotmail.com,alxrush@gmail.com,NULL,+52 7861046753,5556553572,33-3942-8740 X 300,https://www.itedmexico.com/, LinkedIn: https://www.linkedin.com/company/instituto-teologico-digital/; Instagram: https://instagram.com/itedmexico?igshid=NTc4MTIwNjQ2YQ==,"Oficinas y espacio para recibir a algunos alumnos en caso de que quisieran tomar las clases desde nuestras instalaciones. Cuentan con todos los servicios necesarios; equipos de computo e internet.
",47,2021/08/15 07:36,2023/08/26 11:23,
186,141,409,4,Institutobioenergiamagnetica@gmail.com,NULL,NULL,NULL,33 2507 7743,NULL,NULL,NULL,@alonso_ashaika,NULL,NULL,2021/08/16 19:59,,
187,142,410,1,npena@ipade.mx,NULL,NULL,NULL,3336271550,5553541800,NULL,https://www.ipade.mx/ ,NULL,NULL,30000,2021/08/26 12:53,2021/11/30 12:17,
188,3,411,4,magui.sicyt@gmail.com,magui.sicyt@gmail.com,magui.sicyt@gmail.com,999kkkkk,3333333,NULL,NULL,https://siiges.com/views/mis-solicitudes.php ,na,NULL,NULL,2021/08/26 17:11,1900/01/01 00:00,2021/08/26 17:11
189,143,413,4,alejandrogarza@unag.mx,rubengonzalez@unag.mx,berthalopez@unag.mx,14PSU0055S,33-3669-9740,33-3631-6861,33-3826-1363,https://unag.mx/, https://www.facebook.com/UNAGoficial; https://www.instagram.com/unagoficial/?hl=es; https://twitter.com/UNAGoficial; https://www.youtube.com/c/UnagOficial ,NULL,NULL,2021/09/09 13:13,2023/01/20 11:13,
190,143,414,2,alejandrogarza@unag.mx,rubengonzalez@unag.mx,berthalopez@unag.mx,14PSU0275D,33-3631-6861,33-3669-9740,33-3826-1363,https://unag.mx/, https://www.facebook.com/UNAGoficial; https://twitter.com/UNAGoficial; https://www.instagram.com/unagoficial/?hl=es; https://www.youtube.com/c/UnagOficial ,NULL,NULL,2021/09/09 13:34,2023/08/12 14:57,
191,50,415,4,licenciaturasui@gmail.com,rosy.escobedo.gonzalez@gmail.com,NULL,14PSU0346H,33-45-06-29-38,33-45-06-29-39,33-45-06-29-41,NULL,NULL,NULL,NULL,2021/09/14 13:01,2023/03/31 13:09,
192,26,418,4,eespinosa@uve.edu.mx,eespinosa@uve.edu.mx,eespinosa@uve.edu.mx,NULL,NULL,NULL,NULL,http://www.uve.edu.mx ,NULL,NULL,NULL,2021/09/15 11:06,1900/01/01 00:00,2021/09/15 11:14
193,145,420,1,licrodrigo2703@yahoo.com.mx,contacto@colegiodecroly.edu.mx,logistica@colegiodecroly.edu.mx,14PSU0406F,33-36-13-54-07,3396888671,NULL,https://www.colegiodecroly.edu.mx/, https://www.facebook.com/decrolygdl ,Edificio Histórico; Fachada Verde con Blanco; Portón de acceso principal Blanco.,577,2021/09/22 10:19,2023/08/15 12:14,
194,50,495,2,licenciaturasui@gmail.com,uiserviciosocial@gmail.com,rosy.escobedo.gonzalez@gmail.com,14PSU0347G,3338250222,3313393412,3313393412,NULL,NULL,NULL,NULL,2021/09/23 11:14,2023/03/28 16:20,
195,148,423,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,2021/09/29 01:56,2023/05/25 13:18,
196,147,425,4,NULL,NULL,NULL,14PSU0395Q,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021/09/30 11:32,2021/09/30 11:57,2021/10/04 12:04
197,32,426,4,eddi_1369@hotmail.com,adrian.delpozo@hotmail.com,NULL,14PSU0096S,12-00-29-87,33-10-92-18-41,NULL,http://www.enriquerebsamen.com.mx/IER/,NULL,NULL,NULL,2021/09/30 22:17,2023/05/31 10:56,
198,149,427,2,umg.licenciaturas@gmail.com,rociodelpilar74@hotmail.com,lic.susnaga@hotmail.com,14PSU0241N,3334413501,3314400217,3331192551,http://www.umg.mx/, https://es-la.facebook.com/UniversidadMetropolitanaGDL/; http://www.umg.mx/ ,NULL,495,2021/10/02 22:38,2022/06/03 11:32,
199,147,428,3,karla@ews.edu.mx,lauraews@me.com,barbara.ruma@gmail.com,14PSU0395Q,33-36-86-00-78,33-36-12-78-39,NULL,NULL,NULL,Por Lopez Mateos Sur; continua derecho por autopista Guadalajara-Colima; girara a la izquierda en calle Ramon Corona; seguir derecho por calle Ramon Corona; en frente de empresa Continental esta ubicado el Colegio Internacional Laura Woodward; Fachada color beige.,3220,2021/10/04 12:01,2021/10/28 13:21,
200,123,431,4,universidad.metropolitana@umla.edu.mx,gsa1900@gmail.com,asalimleiza@hotmail.com,14PSU0045L,33-31-22-42-22,33-31-22-41-45,33-27-87-78-72,NULL,NULL,NULL,NULL,2021/10/05 13:55,1900/01/01 00:00,2021/10/05 14:08
201,123,432,2,universidad.metropolitana@umla.edu.mx,gsa1900@gmail.com,asalimleiza@hotmail.com,14PSU0045L,33-31-22-42-22,33-31-22-41-45,33-27-87-78-72,http://www.umla.edu.mx ,Facebook,"N/A
",205,2021/10/05 14:07,2021/12/09 12:39,
202,123,433,4,universidad.metropolitana@umla.edu.mx,gsa1900@gmail.com,asalimleiza@hotmail.com,14PSU0045L,33-31-22-42-22,33-31-22-41-45,33-27-87-78-72,http://www.umla.edu.mx ,NULL,NULL,NULL,2021/10/05 14:43,1900/01/01 00:00,2021/10/05 14:48
203,152,699,2,asuntosescolares@ecro.edu.mx,direccion@ecro.edu.mx,NULL,14EAH0001P,3336171409,3336172819,3336172741,https://www.ecro.edu.mx/,Facebook: ECRO Escuela de Conservación y Restauración de Occidente; Instagram: ecro.oficial,NULL,3600,2021/10/05 15:12,2023/05/31 13:48,
204,55,435,2,director.guadalajara@cleu.edu.mx,subdirector.guadalajara@cleu.edu.mx,academico.guadalajara@cleu.edu.mx,14MSU0176G,361330043,NULL,NULL,https://www.cleu.edu.mx/Campus/CampusGuadalajara/ ,CLEU Campus Guadalajara,"De lado de enfrente se encuentra el parque rojo; estación Juárez y sitren; a cuatro cuadras de lado izquierdo se encuentra el hospital de la santísima trinidad. 
De lado derecho a 3 cuadras se encuentra el registro civil 10. ",NULL,2021/10/05 17:19,2021/10/13 10:45,
205,55,436,2,director.guadalajara@cleu.edu.mx,subdirector.guadalajara@cleu.edu.mx,NULL,14MSU0176G,33130043,NULL,NULL,https://www.cleu.edu.mx/Campus/CampusGuadalajara/, FB: CLEU Campus Guadalajara,"En el cruce de la calle Madero con Av. Federalismo se encuentra un estacionamiento publico; alambrado.
De frente se encuentra un salón de eventos mansión Magnolia.
En el cruce de Pavo y Madero se encuentra un negocio de alimentos.
",NULL,2021/10/05 17:22,2021/10/27 18:08,
206,61,437,4,maestria@iapjalisco.org.mx,NULL,NULL,14PSU0225W,3336503492,3336500192,NULL,https:/www.iapjalisco.org.mx,NULL,NULL,NULL,2021/10/05 18:15,1900/01/01 00:00,2021/10/05 18:16
207,27,439,4,cappza@hotmail.com,cesz.cappza@gmail.com,rodrigo.cano.guzman@gmail.com,14PSU0299N,3414131355,3414390909,3414390693,http://cappza.com/centroeducativosuperior/, https://www.facebook.com/cappza.zapotlan; https://www.facebook.com/centroeducativosuperiordezapotlanCESZ ,NULL,NULL,2021/10/06 12:14,1900/01/01 00:00,2023/06/05 16:42
208,84,440,4,admonescolar@uniso.edu.mx,NULL,NULL,14PSU0181P,33 38 27 54 45,33 38 27 54 46,33 38 27 54 46,https://www.uniso.edu.mx/, https://www.facebook.com/UNISOXXI/; https://twitter.com/UniversidadSXXI; https://www.instagram.com/unisocomunidad/; https://www.youtube.com/user/uniso21,NULL,NULL,2021/10/06 16:42,1900/01/01 00:00,2021/10/06 16:46
209,84,441,4,admonescolar@uniso.edu.mx,NULL,NULL,14PSU0181P,33 38 27 54 45,33 38 27 54 46,33 38 27 54 46,https://www.uniso.edu.mx/, https://www.facebook.com/UNISOXXI/; https://twitter.com/UniversidadSXXI; https://www.instagram.com/unisocomunidad/ ,NULL,NULL,2021/10/06 16:45,1900/01/01 00:00,2021/10/06 16:46
210,11,442,4,CONTACTO@UNIVERSIDADINNOVACION.EDU.MX,SERGIO@UNIVERSIDADINNOVACION.EDU.MX,JOSEANTONIO@UNIVERSIDADINNOVACION.EDU.MX,14PSU0292U,3336134644,3336302345,NULL,https://universidadinnovacion.edu.mx/, UNIVERSIDAD DE INNOVACION,NULL,NULL,2021/10/07 09:43,2023/08/11 13:33,
211,11,443,4,CONTACTO@UNIVERSIDADINNOVACION.EDU.MX,SERGIO@UNIVERSIDADINNOVACION.EDU.MX,JOSEANTONIO@UNIVERSIDADINNOVACION.EDU.MX,14PSU0292U,3336134644,3336302345,NULL,https://universidadinnovacion.edu.mx/, UNIVERSIDAD DE INNOVACION,NULL,NULL,2021/10/07 09:45,1900/01/01 00:00,2023/02/22 12:28
212,2,444,4,rectoria@unedl.edu.mx,ces90@unedl.edu.mx,NULL,14PSU0123Z,33 38 27 30 00,NULL,NULL,https://www.unedl.edu.mx/portal/, Twitter: @UnedlU; YouTube: https://www.youtube.com/channel/UCb1gn6tWP-s19car8cfYwwA; Facebook: https://www.facebook.com/unedl.universidad; Instagram: https://www.instagram.com/unedl.universidad/ ,"Av Enrique Díaz de León Sur 90
Col Americana; Americana; 44160 Guadalajara; Jal.
20.677956; -103.359220",NULL,2021/10/07 13:11,2022/07/28 11:25,2022/07/28 12:32
213,2,445,4,rectoria@unedl.edu.mx,ces90@unedl.edu.mx,direccion.academica@unedl.edu.mx,14PSU0123Z,3338273000,NULL,NULL,https://www.unedl.edu.mx/portal/, Twitter: @UnedlU; YouTube: https://www.youtube.com/channel/UCb1gn6tWP-s19car8cfYwwA; Facebook: https://www.facebook.com/unedl.universidad; Instagram: https://www.instagram.com/unedl.universidad/ ,"Av Enrique Díaz de León Sur 90
Col Americana; Americana; 44160 Guadalajara; Jal.
20.677956; -103.359220",NULL,2021/10/07 13:17,2022/07/28 11:25,2022/07/28 12:36
214,154,447,4,info@modalanspiac.com,info@modalanspiac.com,info@modalanspiac.com,14PSU0115Q,3336155365,3311545542,NULL,http://modalanspiac.edu.mx/licenciatura.html, Facebook: infomodalanspiac@gmail.com; Instagram: info@modalanspiac.com,NULL,NULL,2021/10/08 09:14,2021/10/13 13:19,2021/10/14 08:56
215,17,449,4,contacto@cescs.com.mx,lic.irivng.cisneros@cescs.com.mx,coordinacion@cescs.com.mx,14PSU0309D,33-36-13-69-88,33-36-13-69-93,NULL,https://www.cescs.com.mx ,NULL ,NULL,NULL,2021/10/08 12:41,2022/02/08 16:07,
216,150,748,2,controlescolar@cdm.mx,lupita.gtez@gmail.com,licmkt.gtez@gmail.com,14PSU0185L,33 3642 2559,33 2029 1334,33 12429589,https://www.cdm.mx/index.html, Facebook @centrodediseñodemodasoficial; Instagram @cdmodamx,"3 NIVELES
SUPERFICIE TOTAL 476 M2
SUPERFICIE CONSTRUIDA 495 M2",480,2021/10/08 12:47,2023/09/11 15:20,
217,132,452,1,teologia.iss@gmail.com,ramonsr@iteso.mx,iss@salesianosmeg.org,14PSU0272G,3336574555,3336574837,3315171477,www.https://www.issalesiano.edu.mx/, https://es-la.facebook.com/ISSalesiano/ ,Acceso tanto por la calle Tonalá # 344; como por el Andador Don Bosco # 25.,2434,2021/10/08 17:46,2022/12/19 12:03,
218,155,498,1,controlescolar@itea.edu.mx,posgrado@itea.edu.mx,controlescolaritea@gmail.com,14PSU0204J,33-30-70-33-33,33-16-08-72-51,33-28-34-33-03,https://itea.edu.mx, Facebook; https://www.facebook.com/ITEAEDU/; Twitter: https://twitter.com/eduitea?long=es,El programa de posgrado opera desde las instalaciones del edificio de preparatoria.,53285,2021/10/09 09:23,2023/07/19 12:50,
219,123,454,2,universidad.metropolitana@umla.edu.mx,director@umla.edu.mx,admonescolar@umla.edu.mx,"14PSU0045L		",33 3122 4222,33 3122 4145,33 2787 7872 ,https://www.umla.edu.mx ,NULL,NULL,205,2021/10/09 10:50,2021/11/30 18:12,2021/12/06 16:31
220,158,455,4,info@coljal.edu.mx,coordinacion.esc@coljal.edu.mx,claudia.gonzalez@coljal.edu.mx,14PSU0351T,3338360384,3336332616 ext. 150,3336332616 ext. 108,https://www.coljal.mx/, https://www.facebook.com/Coljal/; https://twitter.com/Coljalisco; https://www.instagram.com/coljal/,NULL,NULL,2021/10/09 13:12,2023/04/20 13:01,
221,154,456,4,info@modalanspiac.com,info@modalanspiac.com,info@modalanspiac.com,14PSU0115Q,3336155365,3311545542,3311128247,http://modalanspiac.edu.mx/licenciatura.html, Facebook: lanspiac; Instagram: lanspiac; Twitter: lanspiac,NULL,NULL,2021/10/09 14:05,1900/01/01 00:00,2021/10/13 11:20
222,161,460,2,areaarticulacion.sej@jalisco.gob.mx,NULL,NULL,NULL,33-30-30-75-00 ext.53520,33-30-30-75-00 ext.53521,33-30-30-75-00 ext.53577,NULL,NULL,NULL,1,2021/10/11 13:33,2022/01/12 11:30,
223,151,461,1,NULL,controlescolar_cesg@hotmail.com,noemi129@gmail.com,14PSU0091X,3320152428,NULL,NULL,http://www.cesg.edu.mx/ ,https//www.facebook.com/Centro-de-Estudios-Superiores_del Golfo-274793592564713,NULL,NULL,2021/10/11 13:35,2021/11/30 12:57,
224,156,464,4,direccion@utegra.com,controlescolar@utegra.com,NULL,140336,3335856112,3335856113,NULL,https://www.universidad.utegra.com/index.php/es/ ,NULL,NULL,NULL,2021/10/12 10:08,1900/01/01 00:00,2021/10/12 10:25
225,156,465,4,direccion@utegra.com,controlescolar@utegra.com,NULL,140336,3335856112,3335856113,NULL,https://www.universidad.utegra.com/index.php/es/ ,NULL,NULL,NULL,2021/10/12 10:08,1900/01/01 00:00,2021/10/12 10:09
226,156,466,4,direccion@utegra.com,controlescolar@utegra.com,NULL,140336,3335856112,3335856113,NULL,https://www.universidad.utegra.com/index.php/es/ ,NULL,NULL,NULL,2021/10/12 10:08,1900/01/01 00:00,2021/10/12 10:09
